ABRA,ABRA-DOLORES,BAYAAN
ABRA,ABRA-DOLORES,CABAROAN
ABRA,ABRA-DOLORES,CALUMBAYA
ABRA,ABRA-DOLORES,CARDONA
ABRA,ABRA-DOLORES,ISIT
ABRA,ABRA-DOLORES,KIMMALABA
ABRA,ABRA-DOLORES,LIBTEC
ABRA,ABRA-DOLORES,LUB-LUBBA
ABRA,ABRA-DOLORES,MUDIIT
ABRA,ABRA-DOLORES,NAMIT-INGAN
ABRA,ABRA-DOLORES,PACAC
ABRA,ABRA-DOLORES,POBLACION
ABRA,ABRA-DOLORES,SALUCAG
ABRA,ABRA-DOLORES,TALOGTOG
ABRA,ABRA-DOLORES,TAPING
ABRA,ABRA-LA-PAZ,BENBEN (BONBON)
ABRA,ABRA-LA-PAZ,BULBULALA
ABRA,ABRA-LA-PAZ,BULI
ABRA,ABRA-LA-PAZ,CANAN (GAPAN)
ABRA,ABRA-LA-PAZ,LIGUIS
ABRA,ABRA-LA-PAZ,MALABBAGA
ABRA,ABRA-LA-PAZ,MUDENG
ABRA,ABRA-LA-PAZ,PIDIPID
ABRA,ABRA-LA-PAZ,POBLACION
ABRA,ABRA-LA-PAZ,SAN GREGORIO
ABRA,ABRA-LA-PAZ,TOON
ABRA,ABRA-LA-PAZ,UDANGAN
ABRA,ABRA-PILAR,BOLBOLO
ABRA,ABRA-PILAR,BROOKSIDE
ABRA,ABRA-PILAR,DALIT
ABRA,ABRA-PILAR,DINTAN
ABRA,ABRA-PILAR,GAPANG
ABRA,ABRA-PILAR,KINABITI
ABRA,ABRA-PILAR,MALIPLIPIT
ABRA,ABRA-PILAR,NAGCANASAN
ABRA,ABRA-PILAR,NANANGDUAN
ABRA,ABRA-PILAR,NARNARA
ABRA,ABRA-PILAR,OCUP
ABRA,ABRA-PILAR,PANG-OT
ABRA,ABRA-PILAR,PATAD
ABRA,ABRA-PILAR,POBLACION
ABRA,ABRA-PILAR,SAN JUAN EAST
ABRA,ABRA-PILAR,SAN JUAN WEST
ABRA,ABRA-PILAR,SOUTH BALIOAG
ABRA,ABRA-PILAR,TIKITIK
ABRA,ABRA-PILAR,VILLAVIEJA
ABRA,ABRA-SAN-ISIDRO,CABAYOGAN
ABRA,ABRA-SAN-ISIDRO,DALIMAG
ABRA,ABRA-SAN-ISIDRO,LANGBABAN
ABRA,ABRA-SAN-ISIDRO,MANAYDAY
ABRA,ABRA-SAN-ISIDRO,PANTOC
ABRA,ABRA-SAN-ISIDRO,POBLACION
ABRA,ABRA-SAN-ISIDRO,SABTAN-OLO
ABRA,ABRA-SAN-ISIDRO,SAN MARCIAL
ABRA,ABRA-SAN-ISIDRO,TANGBAO
ABRA,ABRA-SAN-JUAN,ABUALAN
ABRA,ABRA-SAN-JUAN,BA-UG
ABRA,ABRA-SAN-JUAN,BADAS
ABRA,ABRA-SAN-JUAN,CABCABORAO
ABRA,ABRA-SAN-JUAN,COLABAOAN
ABRA,ABRA-SAN-JUAN,CULIONG
ABRA,ABRA-SAN-JUAN,DAOIDAO
ABRA,ABRA-SAN-JUAN,GUIMBA
ABRA,ABRA-SAN-JUAN,LAM-AG
ABRA,ABRA-SAN-JUAN,LUMOBANG
ABRA,ABRA-SAN-JUAN,NANGOBONGAN
ABRA,ABRA-SAN-JUAN,PATTAOIG
ABRA,ABRA-SAN-JUAN,POBLACION NORTH
ABRA,ABRA-SAN-JUAN,POBLACION SOUTH
ABRA,ABRA-SAN-JUAN,QUIDAOEN
ABRA,ABRA-SAN-JUAN,SABANGAN
ABRA,ABRA-SAN-JUAN,SILET
ABRA,ABRA-SAN-JUAN,SUPI-IL
ABRA,ABRA-SAN-JUAN,TAGAYTAY
ABRA,ABRA-SAN-QUINTIN,LABAAN
ABRA,ABRA-SAN-QUINTIN,PALANG
ABRA,ABRA-SAN-QUINTIN,PANTOC
ABRA,ABRA-SAN-QUINTIN,POBLACION
ABRA,ABRA-SAN-QUINTIN,TANGADAN
ABRA,ABRA-SAN-QUINTIN,VILLA MERCEDES
ABRA,BANGUED,AGTANGAO
ABRA,BANGUED,ANGAD
ABRA,BANGUED,BAGACAO
ABRA,BANGUED,BANACAO
ABRA,BANGUED,BANGBANGAR
ABRA,BANGUED,CABULOAN
ABRA,BANGUED,CALABA
ABRA,BANGUED,COSILI EAST (PROPER)
ABRA,BANGUED,COSILI WEST (BUAYA)
ABRA,BANGUED,DANGDANGLA
ABRA,BANGUED,LINGTAN
ABRA,BANGUED,LIPCAN
ABRA,BANGUED,LUBONG
ABRA,BANGUED,MACARCARMAY
ABRA,BANGUED,MACRAY
ABRA,BANGUED,MALITA
ABRA,BANGUED,MAOAY
ABRA,BANGUED,PALAO
ABRA,BANGUED,PATUCANNAY
ABRA,BANGUED,SAGAP
ABRA,BANGUED,SAN ANTONIO
ABRA,BANGUED,SANTA ROSA
ABRA,BANGUED,SAO-ATAN
ABRA,BANGUED,SAPPAAC
ABRA,BANGUED,TABLAC (CALOT)
ABRA,BANGUED,ZONE 1 POB. (NALASIN)
ABRA,BANGUED,ZONE 2 POB. (CONSILIMAN)
ABRA,BANGUED,ZONE 3 POB. (LALAUD)
ABRA,BANGUED,ZONE 4 POB. (TOWN PROPER)
ABRA,BANGUED,ZONE 5 POB. (BO. BARIKIR)
ABRA,BANGUED,ZONE 6 POB. (SINAPANGAN)
ABRA,BANGUED,ZONE 7 POB. (BALILING)
ABRA,BOLINEY,AMTI
ABRA,BOLINEY,BAO-YAN
ABRA,BOLINEY,BOLINEY POBLACION
ABRA,BOLINEY,DANAC EAST
ABRA,BOLINEY,DANAC WEST
ABRA,BOLINEY,DAO-ANGAN
ABRA,BOLINEY,DUMAGAS
ABRA,BOLINEY,KILONG-OLAO
ABRA,BUCAY,ABANG
ABRA,BUCAY,BANGBANGCAG
ABRA,BUCAY,BANGCAGAN
ABRA,BUCAY,BANGLOLAO
ABRA,BUCAY,BUGBOG
ABRA,BUCAY,CALAO
ABRA,BUCAY,DUGONG
ABRA,BUCAY,LABON
ABRA,BUCAY,LAYUGAN
ABRA,BUCAY,MADALIPAY
ABRA,BUCAY,NORTH POBLACION
ABRA,BUCAY,PAGALA
ABRA,BUCAY,PAKILING
ABRA,BUCAY,PALAQUIO
ABRA,BUCAY,PATOC
ABRA,BUCAY,QUIMLOONG
ABRA,BUCAY,SALNEC
ABRA,BUCAY,SAN MIGUEL
ABRA,BUCAY,SIBLONG
ABRA,BUCAY,SOUTH POBLACION
ABRA,BUCAY,TABIOG
ABRA,BUCLOC,DUCLIGAN
ABRA,BUCLOC,LABAAN
ABRA,BUCLOC,LAMAO
ABRA,BUCLOC,LAMAO (POB.)
ABRA,BUCLOC,LINGAY
ABRA,DAGUIOMAN,ABLEG
ABRA,DAGUIOMAN,CABARUYAN
ABRA,DAGUIOMAN,PIKEK
ABRA,DAGUIOMAN,TUI
ABRA,DAGUIOMAN,TUI (POB.)
ABRA,DANGLAS,ABAQUID
ABRA,DANGLAS,CABARUAN
ABRA,DANGLAS,CAUPASAN
ABRA,DANGLAS,CAUPASAN (POB.)
ABRA,DANGLAS,DANGLAS
ABRA,DANGLAS,NAGAPARAN
ABRA,DANGLAS,PADANGITAN
ABRA,DANGLAS,PANGAL
ABRA,LACUB,BACAG
ABRA,LACUB,BUNEG
ABRA,LACUB,GUINGUINABANG
ABRA,LACUB,LAN-AG
ABRA,LACUB,PACOC
ABRA,LACUB,POBLACION (TALAMPAC)
ABRA,LAGANGILAN,AGUET
ABRA,LAGANGILAN,BACOOC
ABRA,LAGANGILAN,BALAIS
ABRA,LAGANGILAN,CAYAPA
ABRA,LAGANGILAN,DALAGUISEN
ABRA,LAGANGILAN,LAANG
ABRA,LAGANGILAN,LAGBEN
ABRA,LAGANGILAN,LAGUIBEN
ABRA,LAGANGILAN,NAGTIPULAN
ABRA,LAGANGILAN,NAGTUPACAN
ABRA,LAGANGILAN,PAGANAO
ABRA,LAGANGILAN,PAWA
ABRA,LAGANGILAN,POBLACION
ABRA,LAGANGILAN,PRESENTAR
ABRA,LAGANGILAN,SAN ISIDRO
ABRA,LAGANGILAN,TAGODTOD
ABRA,LAGANGILAN,TAPING
ABRA,LAGAYAN,BA-I
ABRA,LAGAYAN,COLLAGO
ABRA,LAGAYAN,PANG-OT
ABRA,LAGAYAN,POBLACION
ABRA,LAGAYAN,PULOT
ABRA,LANGIDEN,BAAC
ABRA,LANGIDEN,DALAYAP (NALAAS)
ABRA,LANGIDEN,MABUNGTOT
ABRA,LANGIDEN,MALAPAAO
ABRA,LANGIDEN,POBLACION
ABRA,LANGIDEN,QUILLAT
ABRA,LICUAN-(BAAY),BONGLO (PATAGUI)
ABRA,LICUAN-(BAAY),BULBULALA
ABRA,LICUAN-(BAAY),CAWAYAN
ABRA,LICUAN-(BAAY),DOMENGLAY
ABRA,LICUAN-(BAAY),LENNENG
ABRA,LICUAN-(BAAY),MAPISLA
ABRA,LICUAN-(BAAY),MOGAO
ABRA,LICUAN-(BAAY),NALBUAN
ABRA,LICUAN-(BAAY),POBLACION
ABRA,LICUAN-(BAAY),SUBAGAN
ABRA,LICUAN-(BAAY),TUMALIP
ABRA,LUBA,AMPALIOC
ABRA,LUBA,BARIT
ABRA,LUBA,GAYAMAN
ABRA,LUBA,LUL-LUNO
ABRA,LUBA,LUZONG
ABRA,LUBA,NAGBUKEL-TUQUIPA
ABRA,LUBA,POBLACION
ABRA,LUBA,SABNANGAN
ABRA,MALIBCONG,BAYABAS
